1.036823868751525879e+00 -3.407614231109619141e-01
2.918775677680969238e-01 -1.265722393989562988e+00
-1.863699793815612793e+00 2.027992010116577148e-01
7.666733264923095703e-01 3.855432569980621338e-01
1.864419132471084595e-01 9.973503947257995605e-01
3.051669709384441376e-02 2.230147868394851685e-01
8.380517959594726562e-01 -1.506576538085937500e-01
-1.652451515197753906e+00 -6.047914028167724609e-01
1.411590218544006348e+00 6.779370307922363281e-01
7.019942253828048706e-02 -8.043298721313476562e-01
5.213145017623901367e-01 -9.896696805953979492e-01
7.103082537651062012e-01 5.798510909080505371e-01
-2.118899673223495483e-01 1.857770979404449463e-01
3.593038618564605713e-01 -2.698804717510938644e-03
-3.392523527145385742e-01 -8.294727206230163574e-01
-5.838722586631774902e-01 6.022627353668212891e-01
