-5.202428698539733887e-01 -1.500434756278991699e+00 -1.941084265708923340e+00 -5.006626248359680176e-01 -3.044125437736511230e-01 8.574112653732299805e-01 3.741416037082672119e-01 5.118139982223510742e-01 -8.728645741939544678e-02 -3.519657254219055176e-01 -4.821604192256927490e-01 4.656755328178405762e-01 -1.044751763343811035e+00 -1.593330651521682739e-01 9.440093040466308594e-01 -7.771143913269042969e-01
1.008478283882141113e+00 7.603129744529724121e-02 -1.534746885299682617e+00 1.180553197860717773e+00 -1.265376448631286621e+00 -8.118016123771667480e-01 -1.105008721351623535e+00 7.853886485099792480e-01 -1.728927373886108398e+00 -9.387353062629699707e-01 8.430483937263488770e-01 7.662975788116455078e-01 2.959276914596557617e+00 -1.541176676750183105e+00 -7.416719198226928711e-01 7.465177774429321289e-01
1.538758575916290283e-01 -1.023316144943237305e+00 1.819398403167724609e-01 -1.239566683769226074e+00 2.688645124435424805e-01 6.655895709991455078e-01 1.939769089221954346e-01 2.444849908351898193e-01 -8.795775771141052246e-01 -5.697736516594886780e-02 1.049824595451354980e+00 1.360591053962707520e+00 2.212692260742187500e+00 -1.211576223373413086e+00 1.577894687652587891e-01 1.325605511665344238e+00
-1.548282742500305176e+00 3.747276663780212402e-01 -3.368989229202270508e-01 1.689688563346862793e+00 -4.587515890598297119e-01 5.918908119201660156e-01 -2.749978601932525635e-01 -5.699140429496765137e-01 1.850777149200439453e+00 3.327665030956268311e-01 -2.026169300079345703e-01 6.706956028938293457e-01 1.191259145736694336e+00 -3.117049038410186768e-01 3.920339345932006836e-01 -1.339549273252487183e-01
9.878908991813659668e-01 1.974669247865676880e-01 -5.360675454139709473e-01 8.811928629875183105e-01 -1.248966336250305176e+00 -2.189585566520690918e-01 6.751347780227661133e-01 -6.866919398307800293e-01 3.775691986083984375e-01 3.099771030247211456e-02 2.155121266841888428e-01 7.056147456169128418e-01 3.658724725246429443e-01 1.017314791679382324e+00 -1.616853177547454834e-01 1.641175627708435059e+00
4.043756425380706787e-01 -8.944119811058044434e-01 -5.632587671279907227e-01 8.604796528816223145e-01 -9.551929831504821777e-01 6.159929037094116211e-01 -4.432531595230102539e-01 -1.407438397407531738e+00 -1.257418274879455566e+00 3.373495936393737793e-01 1.416413187980651855e+00 4.596735835075378418e-01 -1.730584025382995605e+00 -4.652008414268493652e-01 -1.091848969459533691e+00 -7.392921298742294312e-02
-4.506851732730865479e-01 -4.556735455989837646e-01 2.132986038923263550e-01 7.763172388076782227e-01 -1.667537450790405273e+00 -4.868307113647460938e-01 -1.194415569305419922e+00 -1.282957345247268677e-01 -2.855181694030761719e-01 1.028356194496154785e+00 4.400721490383148193e-01 2.064293473958969116e-01 6.101114153861999512e-01 3.909497857093811035e-01 2.152554273605346680e+00 1.178540468215942383e+00
-5.167202949523925781e-01 -4.330991581082344055e-02 4.980348646640777588e-01 4.471677243709564209e-01 2.776849865913391113e-01 2.207078456878662109e+00 1.385300606489181519e-01 7.550666928291320801e-01 -1.603257417678833008e+00 -1.573765754699707031e+00 6.063327193260192871e-01 8.696433305740356445e-01 1.738128423690795898e+00 -1.493107438087463379e+00 -1.007544398307800293e+00 1.824777126312255859e-01
8.046301007270812988e-01 -7.712835818529129028e-02 -6.311258673667907715e-02 -4.528952836990356445e-01 3.614437282085418701e-01 -8.164437413215637207e-01 -1.569363027811050415e-01 -1.601009845733642578e+00 7.594170570373535156e-01 6.810043454170227051e-01 -6.755324602127075195e-01 -3.667892217636108398e-01 -8.543043136596679688e-01 -8.783196806907653809e-01 1.484518170356750488e+00 -1.200231313705444336e+00
7.041287422180175781e-01 4.202612638473510742e-01 -1.302034974098205566e+00 -1.056333899497985840e+00 -1.051431179046630859e+00 1.210404753684997559e+00 -2.868007421493530273e-01 4.817888513207435608e-02 3.977463245391845703e-01 -1.512111663818359375e+00 1.252078890800476074e+00 -1.435438096523284912e-01 1.037311181426048279e-01 1.405029296875000000e+00 -4.110990166664123535e-01 8.273031711578369141e-01
