8.301218152046203613e-01 1.336594581604003906e+00 8.563581705093383789e-01 -8.741211295127868652e-01 -7.131760716438293457e-01 -1.030454516410827637e+00 1.188987493515014648e+00 -1.210015177726745605e+00 6.738533973693847656e-01 1.671843171119689941e+00 -1.038818836212158203e+00 4.260096326470375061e-02 2.048398405313491821e-01 -1.288723945617675781e+00 -1.271750330924987793e+00 3.586361706256866455e-01 3.338990211486816406e-01 -4.723087251186370850e-01 -4.279638528823852539e-01 4.001061320304870605e-01 1.319120973348617554e-01 9.575133770704269409e-02 -9.164215922355651855e-01 7.496258616447448730e-01 -1.132029771804809570e+00 9.037147760391235352e-01 2.208633661270141602e+00 1.028922721743583679e-01 4.671258106827735901e-02 5.151348710060119629e-01 2.088677883148193359e+00 1.710829138755798340e-01
-5.669980049133300781e-01 -4.342136383056640625e-01 2.766125798225402832e-01 2.146334499120712280e-01 -1.247805237770080566e+00 -1.847323894500732422e+00 1.640444517135620117e+00 -7.595984935760498047e-01 -1.793711781501770020e-01 -2.342283576726913452e-01 -5.723158121109008789e-01 -1.434264183044433594e+00 1.675074577331542969e+00 9.032918214797973633e-01 1.399272084236145020e+00 1.387809038162231445e+00 -3.577818870544433594e-01 2.803087532520294189e-01 -4.535073935985565186e-01 -2.847020030021667480e-01 6.997559219598770142e-02 2.735954709351062775e-02 -2.084879577159881592e-01 9.216102212667465210e-02 7.361924648284912109e-01 -9.489363059401512146e-03 1.565535545349121094e+00 -1.029152497649192810e-01 1.997548341751098633e+00 1.171292185783386230e+00 -8.926356434822082520e-01 6.479692459106445312e-01
1.162810809910297394e-02 2.013913542032241821e-01 -2.586009204387664795e-01 7.668762207031250000e-01 1.154081583023071289e+00 -3.422157466411590576e-01 -7.185205221176147461e-01 -2.646965086460113525e-01 -8.063946366310119629e-01 -8.845273852348327637e-01 6.741452813148498535e-01 7.954391837120056152e-01 -1.301490701735019684e-02 5.456761121749877930e-01 5.006760358810424805e-01 -2.350693643093109131e-01 5.527206063270568848e-01 -1.967337578535079956e-01 6.824064254760742188e-02 -1.434675812721252441e+00 -8.758007287979125977e-01 5.098178386688232422e-01 1.949836015701293945e+00 1.568236231803894043e+00 5.930649489164352417e-02 -2.649949491024017334e-01 -1.166694402694702148e+00 3.773423135280609131e-01 8.292334079742431641e-01 2.260890007019042969e+00 -8.997087925672531128e-02 -1.452438712120056152e+00
3.866976797580718994e-01 -7.256711125373840332e-01 -1.712741255760192871e+00 -1.976366341114044189e-01 -1.819674074649810791e-01 8.744934201240539551e-01 9.126170873641967773e-01 6.872814297676086426e-01 -1.772592961788177490e-02 -8.864712119102478027e-01 -1.731769800186157227e+00 -1.246692761778831482e-01 -2.670451700687408447e-01 -4.920109510421752930e-01 7.445064187049865723e-01 5.870693325996398926e-01 -8.253566622734069824e-01 1.815169095993041992e+00 -2.678866147994995117e+00 5.682044625282287598e-01 -7.229878306388854980e-01 4.454763606190681458e-02 -1.314637213945388794e-01 1.482591778039932251e-01 -6.755607128143310547e-01 -3.763616085052490234e-01 4.432163536548614502e-01 9.053900837898254395e-01 -3.385517895221710205e-01 -7.593624591827392578e-01 4.059950113296508789e-01 6.917136311531066895e-01
-1.538409735076129436e-03 -1.985401511192321777e-01 2.060139030218124390e-01 -6.170529723167419434e-01 -8.282661437988281250e-01 -6.597591042518615723e-01 -2.340210229158401489e-01 6.175218820571899414e-01 -1.004981324076652527e-01 -1.187297105789184570e+00 4.456668719649314880e-02 -1.475623250007629395e+00 1.850094944238662720e-01 1.619934320449829102e+00 6.929748654365539551e-01 7.785473763942718506e-02 -1.319884061813354492e+00 -4.574814736843109131e-01 -3.092505633831024170e-01 -1.462013870477676392e-01 7.514014840126037598e-01 -2.251452952623367310e-01 -1.994002223014831543e+00 -1.959078013896942139e-01 -1.454645276069641113e+00 -1.761380791664123535e+00 -2.476592808961868286e-01 -1.002991199493408203e+00 2.836165189743041992e+00 -5.815665721893310547e-01 -1.204551815986633301e+00 1.765222102403640747e-01
-3.076601326465606689e-01 4.965218901634216309e-01 -3.080437183380126953e-01 -3.268395364284515381e-02 -4.205913841724395752e-02 -9.979629516601562500e-01 1.333003640174865723e-01 2.849237322807312012e-01 -1.828796386718750000e+00 -8.103382587432861328e-01 -8.278261423110961914e-01 -1.761296987533569336e+00 1.048897624015808105e+00 1.919069051742553711e+00 8.171498775482177734e-01 2.541565299034118652e-01 -1.032295346260070801e+00 -3.270127773284912109e-01 1.377425193786621094e+00 1.446846008300781250e+00 -1.975127816200256348e+00 3.308058083057403564e-01 -3.251754939556121826e-01 6.679552197456359863e-01 -1.215078160166740417e-01 1.182170629501342773e+00 -7.602419853210449219e-01 2.134187817573547363e-01 2.823072373867034912e-01 4.805887490510940552e-02 -2.769627869129180908e-01 -1.554375529289245605e+00
1.783626317977905273e+00 2.675490081310272217e-01 1.266981601715087891e+00 2.106246471405029297e+00 -1.010871008038520813e-01 3.611587584018707275e-01 -1.211196035146713257e-01 -3.080511987209320068e-01 -1.599070787429809570e+00 1.767830133438110352e+00 -2.249487042427062988e-01 3.750888630747795105e-02 8.199931979179382324e-01 -3.447941541671752930e-01 -1.274006485939025879e+00 9.115978479385375977e-01 -2.218337059020996094e+00 2.410720568150281906e-03 -2.197496652603149414e+00 1.343300938606262207e+00 8.324949145317077637e-01 -1.173571109771728516e+00 -2.762225270271301270e-01 -3.422863185405731201e-01 -1.763336420059204102e+00 1.446269154548645020e+00 1.193698644638061523e+00 8.264680504798889160e-01 -9.769521355628967285e-01 -2.840194106101989746e-01 -6.287642121315002441e-01 8.436176776885986328e-01
-8.487970829010009766e-01 -8.502976894378662109e-01 1.881043314933776855e+00 -4.987088441848754883e-01 1.098267793655395508e+00 8.666910529136657715e-01 -8.317391872406005859e-01 -1.757545948028564453e+00 6.677092313766479492e-01 -8.888311386108398438e-01 9.521122574806213379e-01 8.302246332168579102e-01 -1.680614352226257324e+00 -2.699812412261962891e+00 2.125036478042602539e+00 -1.656191229820251465e+00 5.993055701255798340e-01 1.273805499076843262e-01 -7.368610501289367676e-01 -8.542861342430114746e-01 2.093630790710449219e+00 -1.160038828849792480e+00 -7.785750031471252441e-01 5.111632943153381348e-01 -5.688812732696533203e-01 -1.123630881309509277e+00 9.356403350830078125e-01 -6.058384180068969727e-01 -2.691917680203914642e-02 -7.429924607276916504e-01 7.042161822319030762e-01 -7.087288498878479004e-01
-5.357840061187744141e-01 1.773876845836639404e-01 5.771175026893615723e-01 8.235750794410705566e-01 -4.763083457946777344e-01 2.143720686435699463e-01 8.038315773010253906e-01 5.198010802268981934e-01 3.955672681331634521e-01 -3.653268218040466309e-01 5.808227062225341797e-01 5.679082274436950684e-01 5.101285576820373535e-01 2.419628947973251343e-01 2.762216143310070038e-02 -1.360856927931308746e-02 7.720633149147033691e-01 -2.017117142677307129e-01 -1.162963151931762695e+00 3.095077574253082275e-01 -5.661159753799438477e-01 4.408481717109680176e-01 -1.501303076744079590e+00 4.517855644226074219e-01 -2.775323987007141113e-01 -8.437886834144592285e-01 -5.105376839637756348e-01 -5.989322066307067871e-01 -3.999515995383262634e-02 -1.351566910743713379e+00 1.560457199811935425e-01 3.183314576745033264e-02
-3.414558172225952148e-01 4.860138297080993652e-01 -5.654785633087158203e-01 6.503663659095764160e-01 1.985912173986434937e-01 -4.034000635147094727e-01 -8.516536951065063477e-01 2.517477571964263916e-01 5.001797340810298920e-03 1.181702613830566406e+00 -5.891321343369781971e-04 7.151398062705993652e-01 4.988430142402648926e-01 6.437532901763916016e-01 -1.670331060886383057e-01 -3.129851520061492920e-01 2.066180944442749023e+00 -4.785529971122741699e-01 2.314567804336547852e+00 -1.353694081306457520e+00 -2.147390097379684448e-01 -1.965115427970886230e+00 -2.088759280741214752e-02 1.200440645217895508e+00 4.411802068352699280e-02 -1.489339351654052734e+00 2.293914556503295898e-02 5.562239289283752441e-01 1.302029967308044434e+00 3.230816125869750977e-01 -5.088254213333129883e-01 8.314262330532073975e-02
